
="",="(1)",="(2)",="(3)",="(4)"
="",="incvar",="rincvar",="inciqr",="incskew"

="Stkprob",="0.000***",="-0.000***",="0.000***",="0.001***"
="",="(0.000)",="(0.000)",="(0.000)",="(0.000)"

="_cons",="0.000***",="0.001***",="0.018***",="0.077***"
="",="(0.000)",="(0.000)",="(0.000)",="(0.005)"

="N",="34728",="34728",="34728",="34728"
="r2",="0.002",="0.001",="0.005",="0.001"

="Standard errors in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
